PAYA,CO-BOY,15533,15
PISBA,CO-BOY,15550,15
RONDON,CO-BOY,15621,15
SAN EDUARDO,CO-BOY,15660,15
SAN MIGUEL DE SEMA,CO-BOY,15676,15
SAN PABLO DE BORBUR,CO-BOY,15681,15
SATIVASUR,CO-BOY,15723,15
SIACHOQUE,CO-BOY,15740,15
SOCOTA,CO-BOY,15755,15
SORA,CO-BOY,15762,15
SORACA,CO-BOY,15764,15
TOGUI,CO-BOY,15816,15
TOPAGA,CO-BOY,15820,15
TOTA,CO-BOY,15822,15
TUNUNGUA,CO-BOY,15832,15
TUTAZA,CO-BOY,15839,15
VIRACACHA,CO-BOY,15879,15
AGUADAS,CO-CAL,17013,17
ANSERMA,CO-CAL,17042,17
ARANZAZU,CO-CAL,17050,17
BELALCAZAR,CO-CAL,17088,17
CHINCHINA,CO-CAL,17174,17
FILADELFIA,CO-CAL,17272,17
LA DORADA,CO-CAL,17380,17
LA MERCED,CO-CAL,17388,17
MANIZALES,CO-CAL,17001,17
MANZANARES,CO-CAL,17433,17
MARMATO,CO-CAL,17442,17
MARQUETALIA,CO-CAL,17444,17
MARULANDA,CO-CAL,17446,17
NEIRA,CO-CAL,17486,17
NORCASIA,CO-CAL,17495,17
PACORA,CO-CAL,17513,17
PALESTINA,CO-CAL,17524,17
PENSILVANIA,CO-CAL,17541,17
RIOSUCIO,CO-CAL,17614,17
RISARALDA,CO-CAL,17616,17
SALAMINA,CO-CAL,17653,17
SAMANA,CO-CAL,17662,17
SUPIA,CO-CAL,17777,17
VICTORIA,CO-CAL,17867,17
VILLAMARIA,CO-CAL,17873,17
VITERBO,CO-CAL,17877,17
SAN JOSE,CO-CAL,17665,17
PUERTO RICO,CO-CAQ,18592,18
VALPARAISO,CO-CAQ,18860,18
SOLANO,CO-CAQ,18756,18
ALBANIA,CO-CAQ,18029,18
BELEN DE LOS ANDAQUIES,CO-CAQ,18094,18
CARTAGENA DEL CHAIRA,CO-CAQ,18150,18
CURILLO,CO-CAQ,18205,18
EL DONCELLO,CO-CAQ,18247,18
EL PAUJIL,CO-CAQ,18256,18
FLORENCIA,CO-CAQ,18001,18
MORELIA,CO-CAQ,18479,18
SAN JOSE DEL FRAGUA,CO-CAQ,18610,18
SAN VICENTE DEL CAGUAN,CO-CAQ,18753,18
SOLITA,CO-CAQ,18785,18
LA MONTANITA,CO-CAQ,18410,18
MILAN,CO-CAQ,18460,18
SABANALARGA,CO-CAS,85300,85
VILLANUEVA,CO-CAS,85440,85
AGUAZUL,CO-CAS,85010,85
HATO COROZAL,CO-CAS,85125,85
MANI,CO-CAS,85139,85
MONTERREY,CO-CAS,85162,85
PAZ DE ARIPORO,CO-CAS,85250,85
PORE,CO-CAS,85263,85
SAN LUIS DE PALENQUE,CO-CAS,85325,85
TAURAMENA,CO-CAS,85410,85
TRINIDAD,CO-CAS,85430,85
YOPAL,CO-CAS,85001,85
CHAMEZA,CO-CAS,85015,85
LA SALINA,CO-CAS,85136,85
NUNCHIA,CO-CAS,85225,85
OROCUE,CO-CAS,85230,85
RECETOR,CO-CAS,85279,85
SACAMA,CO-CAS,85315,85
TAMARA,CO-CAS,85400,85
ARGELIA,CO-CAU,19050,19
LA SIERRA,CO-CAU,19392,19
PAEZ,CO-CAU,19517,19
FLORENCIA,CO-CAU,19290,19
ALMAGUER,CO-CAU,19022,19
BALBOA,CO-CAU,19075,19
BOLIVAR,CO-CAU,19100,19
BUENOS AIRES,CO-CAU,19110,19
CAJIBIO,CO-CAU,19130,19
CALOTO,CO-CAU,19142,19
CORINTO,CO-CAU,19212,19
EL TAMBO,CO-CAU,19256,19
GUAPI,CO-CAU,19318,19
INZA,CO-CAU,19355,19
LA VEGA,CO-CAU,19397,19
MERCADERES,CO-CAU,19450,19
MIRANDA,CO-CAU,19455,19
MORALES,CO-CAU,19473,19
PADILLA,CO-CAU,19513,19
PATIA,CO-CAU,19532,19
PIENDAMO,CO-CAU,19548,19
POPAYAN,CO-CAU,19001,19
PUERTO TEJADA,CO-CAU,19573,19
ROSAS,CO-CAU,19622,19
SANTANDER DE QUILICHAO,CO-CAU,19698,19
SILVIA,CO-CAU,19743,19
SUAREZ,CO-CAU,19780,19
TIMBIO,CO-CAU,19807,19
TORIBIO,CO-CAU,19821,19
TOTORO,CO-CAU,19824,19
VILLA RICA,CO-CAU,19845,19
SAN SEBASTIAN,CO-CAU,19693,19
SUCRE,CO-CAU,19785,19
CALDONO,CO-CAU,19137,19
GUACHENE,CO-CAU,19300,19
JAMBALO,CO-CAU,19364,19
LOPEZ DE MICAY,CO-CAU,19418,19
PIAMONTE,CO-CAU,19533,19
PURACE,CO-CAU,19585,19
SANTA ROSA,CO-CAU,19701,19
SOTARA,CO-CAU,19760,19
TIMBIQUI,CO-CAU,19809,19
SAN DIEGO,CO-CES,20750,20
GONZALEZ,CO-CES,20310,20
PUEBLO BELLO,CO-CES,20570,20
AGUACHICA,CO-CES,20011,20
AGUSTIN CODAZZI,CO-CES,20013,20
ASTREA,CO-CES,20032,20
BECERRIL,CO-CES,20045,20
BOSCONIA,CO-CES,20060,20
CHIMICHAGUA,CO-CES,20175,20
CHIRIGUANA,CO-CES,20178,20
CURUMANI,CO-CES,20228,20
EL COPEY,CO-CES,20238,20
EL PASO,CO-CES,20250,20
GAMARRA,CO-CES,20295,20
LA GLORIA,CO-CES,20383,20
LA JAGUA DE IBIRICO,CO-CES,20400,20
PAILITAS,CO-CES,20517,20
PELAYA,CO-CES,20550,20
RIO DE ORO,CO-CES,20614,20
SAN ALBERTO,CO-CES,20710,20
SAN MARTIN,CO-CES,20770,20
TAMALAMEQUE,CO-CES,20787,20
VALLEDUPAR,CO-CES,20001,20
LA PAZ,CO-CES,20621,20
MANAURE BALCON DEL CESAR,CO-CES,20443,20
RIOSUCIO,CO-CHO,27615,27
NOVITA,CO-CHO,27491,27
SIPI,CO-CHO,27745,27
CERTEGUI,CO-CHO,27160,27
CONDOTO,CO-CHO,27205,27
EL CARMEN DE ATRATO,CO-CHO,27245,27
ISTMINA,CO-CHO,27361,27
LLORO,CO-CHO,27413,27
QUIBDO,CO-CHO,27001,27
SAN JOSE DEL PALMAR,CO-CHO,27660,27
TADO,CO-CHO,27787,27
UNGUIA,CO-CHO,27800,27
ACANDI,CO-CHO,27006,27
ALTO BAUDO,CO-CHO,27025,27
ATRATO,CO-CHO,27050,27
BAGADO,CO-CHO,27073,27
BAHIA SOLANO,CO-CHO,27075,27
BAJO BAUDO,CO-CHO,27077,27
BOJAYA,CO-CHO,27099,27
CARMEN DEL DARIEN,CO-CHO,27150,27
EL CANTON DEL SAN PABLO,CO-CHO,27135,27
EL LITORAL DEL SAN JUAN,CO-CHO,27250,27
JURADO,CO-CHO,27372,27
MEDIO ATRATO,CO-CHO,27425,27
MEDIO BAUDO,CO-CHO,27430,27
MEDIO SAN JUAN,CO-CHO,27450,27
NUQUI,CO-CHO,27495,27
RIO IRO,CO-CHO,27580,27
RIO QUITO,CO-CHO,27600,27
UNION PANAMERICANA,CO-CHO,27810,27
AYAPEL,CO-COR,23068,23
BUENAVISTA,CO-COR,23079,23
CERETE,CO-COR,23162,23
CHIMA,CO-COR,23168,23
CHINU,CO-COR,23182,23
CIENAGA DE ORO,CO-COR,23189,23
COTORRA,CO-COR,23300,23
LA APARTADA,CO-COR,23350,23
LORICA,CO-COR,23417,23
MOMIL,CO-COR,23464,23
MONTELIBANO,CO-COR,23466,23
MONTERIA,CO-COR,23001,23
PLANETA RICA,CO-COR,23555,23
PUEBLO NUEVO,CO-COR,23570,23
PUERTO LIBERTADOR,CO-COR,23580,23
SAHAGUN,CO-COR,23660,23
SAN ANDRES DE SOTAVENTO,CO-COR,23670,23
SAN ANTERO,CO-COR,23672,23
SAN BERNARDO DEL VIENTO,CO-COR,23675,23
SAN CARLOS,CO-COR,23678,23
SAN JOSE DE URE,CO-COR,23682,23
SAN PELAYO,CO-COR,23686,23
TIERRALTA,CO-COR,23807,23
TUCHIN,CO-COR,23815,23
VALENCIA,CO-COR,23855,23
CANALETE,CO-COR,23090,23
LOS CORDOBAS,CO-COR,23419,23
MONITOS,CO-COR,23500,23
PUERTO ESCONDIDO,CO-COR,23574,23
PURISIMA DE LA CONCEPCION,CO-COR,23586,23
GRANADA,CO-CUN,25312,25
VENECIA,CO-CUN,25506,25
SAN CAYETANO,CO-CUN,25653,25
LA VEGA,CO-CUN,25402,25
RICAURTE,CO-CUN,25612,25
UBAQUE,CO-CUN,25841,25
AGUA DE DIOS,CO-CUN,25001,25
ALBAN,CO-CUN,25019,25
ANAPOIMA,CO-CUN,25035,25
ANOLAIMA,CO-CUN,25040,25
APULO,CO-CUN,25599,25
ARBELAEZ,CO-CUN,25053,25
BELTRAN,CO-CUN,25086,25
BOJACA,CO-CUN,25099,25
CABRERA,CO-CUN,25120,25
CACHIPAY,CO-CUN,25123,25
CAJICA,CO-CUN,25126,25
CAPARRAPI,CO-CUN,25148,25
CAQUEZA,CO-CUN,25151,25
CARMEN DE CARUPA,CO-CUN,25154,25
CHIA,CO-CUN,25175,25
CHIPAQUE,CO-CUN,25178,25
CHOACHI,CO-CUN,25181,25
CHOCONTA,CO-CUN,25183,25
COGUA,CO-CUN,25200,25
COTA,CO-CUN,25214,25
EL COLEGIO,CO-CUN,25245,25
EL ROSAL,CO-CUN,25260,25
FACATATIVA,CO-CUN,25269,25
FOMEQUE,CO-CUN,25279,25
FOSCA,CO-CUN,25281,25
FUNZA,CO-CUN,25286,25
FUSAGASUGA,CO-CUN,25290,25
GACHALA,CO-CUN,25293,25
GACHANCIPA,CO-CUN,25295,25
GACHETA,CO-CUN,25297,25
GAMA,CO-CUN,25299,25
GIRARDOT,CO-CUN,25307,25
GUACHETA,CO-CUN,25317,25
GUADUAS,CO-CUN,25320,25
GUASCA,CO-CUN,25322,25
GUATAVITA,CO-CUN,25326,25
GUAYABAL DE SIQUIMA,CO-CUN,25328,25
GUAYABETAL,CO-CUN,25335,25
GUTIERREZ,CO-CUN,25339,25
JERUSALEN,CO-CUN,25368,25
JUNIN,CO-CUN,25372,25
LA CALERA,CO-CUN,25377,25
LA MESA,CO-CUN,25386,25
LA PALMA,CO-CUN,25394,25
LENGUAZAQUE,CO-CUN,25407,25
MACHETA,CO-CUN,25426,25
MADRID,CO-CUN,25430,25
MANTA,CO-CUN,25436,25
MEDINA,CO-CUN,25438,25
MOSQUERA,CO-CUN,25473,25
NEMOCON,CO-CUN,25486,25
NOCAIMA,CO-CUN,25491,25
PACHO,CO-CUN,25513,25
PAIME,CO-CUN,25518,25
PANDI,CO-CUN,25524,25
PARATEBUENO,CO-CUN,25530,25
PASCA,CO-CUN,25535,25
PUERTO SALGAR,CO-CUN,25572,25
QUETAME,CO-CUN,25594,25
QUIPILE,CO-CUN,25596,25
SAN ANTONIO DEL TEQUENDAMA,CO-CUN,25645,25
SAN BERNARDO,CO-CUN,25649,25
SAN FRANCISCO,CO-CUN,25658,25
SASAIMA,CO-CUN,25718,25
SESQUILE,CO-CUN,25736,25
SIBATE,CO-CUN,25740,25
SILVANIA,CO-CUN,25743,25
SIMIJACA,CO-CUN,25745,25
SOACHA,CO-CUN,25754,25
SOPO,CO-CUN,25758,25
SUBACHOQUE,CO-CUN,25769,25
SUESCA,CO-CUN,25772,25
SUPATA,CO-CUN,25777,25
SUSA,CO-CUN,25779,25
TABIO,CO-CUN,25785,25
TAUSA,CO-CUN,25793,25
TENA,CO-CUN,25797,25
TENJO,CO-CUN,25799,25
TOCAIMA,CO-CUN,25815,25
TOCANCIPA,CO-CUN,25817,25
UBALA,CO-CUN,25839,25
UNE,CO-CUN,25845,25
UTICA,CO-CUN,25851,25
VERGARA,CO-CUN,25862,25
VIANI,CO-CUN,25867,25
VILLAPINZON,CO-CUN,25873,25
VILLETA,CO-CUN,25875,25
VIOTA,CO-CUN,25878,25
YACOPI,CO-CUN,25885,25
ZIPAQUIRA,CO-CUN,25899,25
BITUIMA,CO-CUN,25095,25
BOGOTA D.C.,CO-CUN,11001,25
CHAGUANI,CO-CUN,25168,25
CUCUNUBA,CO-CUN,25224,25
EL PENON,CO-CUN,25258,25
FUQUENE,CO-CUN,25288,25
GUATAQUI,CO-CUN,25324,25
LA PENA,CO-CUN,25398,25
NARINO,CO-CUN,25483,25
NILO,CO-CUN,25488,25
NIMAIMA,CO-CUN,25489,25
PULI,CO-CUN,25580,25
QUEBRADANEGRA,CO-CUN,25592,25
SAN JUAN DE RIOSECO,CO-CUN,25662,25
SUTATAUSA,CO-CUN,25781,25
TIBACUY,CO-CUN,25805,25
TIBIRITA,CO-CUN,25807,25
TOPAIPI,CO-CUN,25823,25
VILLA DE SAN DIEGO DE UBATE,CO-CUN,25843,25
VILLAGOMEZ,CO-CUN,25871,25
ZIPACON,CO-CUN,25898,25
BARRANCO MINA,CO-GUA,94343,94
CACAHUAL,CO-GUA,94886,94
INÍRIDA,CO-GUA,94001,94
LA GUADALUPE,CO-GUA,94885,94
MAPIRIPAN,CO-GUA,94663,94
MORICHAL,CO-GUA,94888,94
PANA PANA,CO-GUA,94887,94
PUERTO COLOMBIA,CO-GUA,94884,94
SAN FELIPE,CO-GUA,94883,94
CALAMAR,CO-GUV,95015,95
EL RETORNO,CO-GUV,95025,95
MIRAFLORES,CO-GUV,95200,95
SAN JOSÉ DEL GUAVIARE,CO-GUV,95001,95
ALTAMIRA,CO-HUL,41026,41
PALESTINA,CO-HUL,41530,41
COLOMBIA,CO-HUL,41206,41
NATAGA,CO-HUL,41483,41
VILLAVIEJA,CO-HUL,41872,41
ACEVEDO,CO-HUL,41006,41
AGRADO,CO-HUL,41013,41
AIPE,CO-HUL,41016,41
ALGECIRAS,CO-HUL,41020,41
BARAYA,CO-HUL,41078,41
CAMPOALEGRE,CO-HUL,41132,41
ELIAS,CO-HUL,41244,41
GARZON,CO-HUL,41298,41
GIGANTE,CO-HUL,41306,41
GUADALUPE,CO-HUL,41319,41
HOBO,CO-HUL,41349,41
IQUIRA,CO-HUL,41357,41
LA ARGENTINA,CO-HUL,41378,41
LA PLATA,CO-HUL,41396,41
NEIVA,CO-HUL,41001,41
OPORAPA,CO-HUL,41503,41
PAICOL,CO-HUL,41518,41
PALERMO,CO-HUL,41524,41
PITAL,CO-HUL,41548,41
PITALITO,CO-HUL,41551,41
RIVERA,CO-HUL,41615,41
SALADOBLANCO,CO-HUL,41660,41
SAN AGUSTIN,CO-HUL,41668,41
SANTA MARIA,CO-HUL,41676,41
SUAZA,CO-HUL,41770,41
TELLO,CO-HUL,41799,41
TERUEL,CO-HUL,41801,41
TESALIA,CO-HUL,41797,41
TIMANÁ,CO-HUL,41807,41
YAGUARA,CO-HUL,41885,41
TARQUI,CO-HUL,41791,41
ISNOS,CO-HUL,41359,41
VILLANUEVA,CO-LAG,44874,44
ALBANIA,CO-LAG,44035,44
DIBULLA,CO-LAG,44090,44
BARRANCAS,CO-LAG,44078,44
DISTRACCION,CO-LAG,44098,44
EL MOLINO,CO-LAG,44110,44
FONSECA,CO-LAG,44279,44
